bus_id,Latitude,Longitude,name_Korean,name_English
164,37.9735552,124.7137584,백령지사,Baengnyeong Branch
165,37.507079,126.7863724,부천지사,Bucheon Branch
166,37.5338753,126.6449679,서인천지사,Western Incheon Branch
167,37.4467266,126.8032345,시흥지사,Siheung Branch
168,37.4894849,126.5002177,영종지사,Yeongjong Branch
169,37.5168001,126.7275198,인천본부직할,Incheon Headquarters Directly Managed
170,37.4693214,126.6602658,제물포지사,Jemulpo Branch
171,35.4252935,126.6951147,고창지사,Gochang Branch
172,35.9918727,126.7097813,군산지사,Gunsan Branch
173,35.7998592,126.8995714,김제지사,Gimje Branch
174,35.416354,127.3869149,남원지사,Namwon Branch
175,35.7868869,127.1305519,남전주지사,Southern Jeonju Branch
176,36.0084587,127.6539817,무주지사,Muju Branch
177,35.7379884,126.7341292,부안지사,Buan Branch
178,35.370988,127.1511991,순창지사,Sunchang Branch
179,35.9617034,127.0046179,익산지사,Iksan Branch
180,35.6204419,127.2859375,임실지사,Imsil Branch
181,35.6448002,127.5179628,장수지사,Jangsu Branch
182,35.846396,127.1496214,전북본부직할,Jeonbuk Headquarters Directly Managed
183,35.569177,126.8436756,정읍지사,Jeongeup Branch
184,35.7894402,127.4219239,진안지사,Jinan Branch
185,33.2541465,126.5110998,서귀포지사,Seogwipo Branch
186,33.4890364,126.5013018,제주본부직할,Jeju Headquarters Directly Managed
187,36.9866896,128.3675379,단양지사,Danyang Branch
188,36.6482024,127.4868526,동청주지사,Eastern Cheongju Branch
189,36.4810593,127.7121993,보은지사,Boeun Branch
190,36.1664543,127.7672096,영동지사,Yeongdong Branch
191,36.3042072,127.5671475,옥천지사,Okcheon Branch
192,36.9343927,127.6953281,음성지사,Eumseong Branch
193,37.1392858,128.2066643,제천지사,Jecheon Branch
194,36.7890676,127.5880688,증평괴산지사,Jeungpyeong-Goesan Branch
195,36.8540755,127.435928,진천지사,Jincheon Branch
196,36.6152516,127.4505384,충북본부직할,Chungbuk Headquarters Directly Managed
197,36.9800022,127.9163821,충주지사,Chungju Branch
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
